row_id,player_id,age,position,team,opponent,minutes_played,points,rebounds,assists,steals,blocks,turnovers,fg_pct,three_pct,ft_pct,plus_minus,efficiency,game_location,rest_days,target
8953,1081,30,PF,CHA,LAL,35.3,19,6,4,1,1,1,53.6,34.6,64.7,8,30,Away,1,1
748,1191,29,PF,MIL,LAL,22.4,6,3,2,0,1,2,55.6,34.0,74.9,-12,10,Home,0,0
4542,1176,23,SF,GSW,LAC,34.9,21,5,5,1,1,2,57.5,39.3,84.7,9,31,Home,0,1
7833,1402,33,PF,CHA,CLE,30.7,10,6,1,1,2,2,42.4,32.7,73.2,2,18,Home,1,1
1717,1066,28,PG,DAL,CHA,20.6,4,2,6,1,1,1,48.5,39.3,88.2,8,13,Away,1,0
7493,1241,30,PF,NOP,CLE,35.6,19,8,1,1,1,2,44.4,39.7,77.1,-10,28,Away,2,1
8175,1170,31,SF,HOU,GSW,14.5,8,2,0,0,0,1,51.5,34.1,86.3,-2,9,Away,1,0
5423,1330,27,C,SAS,IND,34.5,18,11,0,1,2,3,51.6,25.2,72.3,-4,29,Away,4,1
5060,1414,27,SF,ATL,CLE,27.5,11,1,2,1,1,1,46.9,32.0,81.2,7,15,Away,1,0
5063,1337,30,PF,SAC,NYK,35.4,18,8,4,1,0,3,48.6,24.8,79.4,-3,28,Away,1,1
3430,1190,29,SF,MIL,BOS,29.2,14,6,2,0,0,3,46.6,39.5,92.1,6,19,Away,1,0
4223,1211,27,SG,UTA,WAS,35.0,22,6,4,1,0,2,49.1,41.5,77.9,-8,31,Away,4,1
858,1144,28,SG,ORL,DAL,35.5,21,5,4,1,0,1,41.2,38.7,68.6,1,30,Home,1,0
3733,1019,25,C,CHA,DAL,21.9,11,8,0,1,0,0,58.7,33.7,63.0,12,20,Away,1,0
8707,1327,20,SG,DAL,CHI,26.7,15,8,4,1,2,1,50.9,35.9,74.0,-1,29,Away,1,1
7188,1433,24,SF,OKC,CHI,16.1,7,3,0,0,0,2,40.4,40.9,72.5,-2,8,Home,3,0
7532,1287,32,PF,MIA,TOR,17.3,12,4,3,1,1,2,48.0,37.1,79.1,-7,19,Home,1,0
796,1338,29,PG,HOU,ORL,35.6,23,3,11,1,0,3,47.2,38.8,89.2,0,35,Home,2,1
692,1395,28,PF,PHI,BKN,18.8,7,8,0,1,1,0,42.4,41.5,79.4,-3,17,Home,1,0
168,1474,29,SF,MIL,LAL,34.0,17,1,4,2,0,1,46.2,35.9,83.0,-10,23,Away,1,1
7218,1037,25,C,DET,ATL,26.7,12,8,2,1,1,0,47.4,34.5,82.1,-4,24,Away,4,1
8179,1440,20,SG,CLE,OKC,22.6,10,4,3,1,0,0,39.9,25.0,83.6,22,18,Home,2,0
4153,1324,27,C,HOU,CHA,34.9,16,12,3,1,1,2,56.1,27.4,75.3,-2,31,Home,2,1
5583,1138,29,SF,PHI,SAS,19.4,8,3,2,2,0,1,44.3,44.2,77.9,1,14,Home,1,0
3595,1413,28,C,LAL,MIN,32.6,17,10,2,0,2,2,48.2,26.9,63.0,-11,29,Away,1,1
1511,1242,24,SF,UTA,WAS,15.9,4,3,3,1,0,2,47.1,31.8,84.4,-2,9,Away,2,0
8956,1339,27,PF,CHA,CHI,31.4,13,8,0,0,0,2,47.6,25.0,74.9,-12,19,Home,5,0
4021,1058,25,C,GSW,PHX,21.9,9,4,2,1,2,2,49.0,30.8,73.1,-1,16,Home,0,0
6314,1445,25,SG,CHA,IND,36.2,23,8,6,1,2,3,39.4,37.1,77.7,-10,37,Home,4,1
6235,1108,22,PG,NOP,TOR,25.0,12,3,4,1,1,1,54.0,41.1,77.4,13,20,Away,0,0
2895,1315,28,C,UTA,MIN,32.6,13,7,3,0,3,1,45.2,19.4,74.4,12,25,Home,1,0
3471,1231,26,SG,SAC,SAS,18.9,11,5,2,2,0,3,48.0,43.5,79.0,3,17,Away,1,0
6914,1030,25,PG,LAL,BKN,34.4,20,6,12,1,0,5,54.2,35.3,86.9,-13,34,Home,1,1
5886,1049,28,PG,POR,CHI,35.3,18,5,6,1,0,3,43.3,31.1,73.0,-7,27,Home,2,0
5552,1467,24,SF,BKN,DAL,18.4,8,3,1,1,1,0,48.2,35.0,80.1,4,14,Away,1,0
6400,1138,21,C,SAC,BKN,19.5,9,5,3,0,1,1,38.2,26.7,79.4,-11,17,Home,0,0
5227,1012,34,PF,UTA,LAC,23.8,12,5,0,1,1,0,43.5,34.4,79.1,2,19,Away,1,0
1104,1471,29,SF,PHX,CLE,23.7,16,4,6,1,0,1,36.9,48.0,75.8,-11,26,Away,0,1
7098,1268,26,PF,HOU,CLE,36.8,14,9,1,0,2,3,48.1,41.6,85.5,-2,23,Home,1,1
345,1440,24,SF,LAC,CLE,25.8,16,7,4,1,0,1,44.2,35.5,78.3,-8,27,Home,0,1
6231,1316,28,C,UTA,SAC,11.1,7,3,2,0,0,1,48.6,27.4,88.1,9,11,Away,1,0
646,1237,25,C,PHX,SAC,39.0,20,11,1,1,1,3,46.7,25.0,80.2,-5,31,Away,1,1
7848,1342,28,SF,ATL,SAS,37.6,18,6,2,1,2,2,52.2,37.7,75.8,10,27,Home,3,0
8153,1028,23,SF,UTA,WAS,16.0,14,4,3,0,1,0,69.7,38.8,76.7,11,22,Away,1,0
4992,1449,28,C,POR,BOS,27.6,7,11,0,0,2,1,41.9,26.3,82.3,-9,19,Home,0,0
3211,1499,29,SG,PHI,DEN,21.4,15,2,1,0,1,2,46.5,45.6,86.8,-2,17,Away,1,0
661,1356,25,C,LAC,NOP,29.0,12,7,3,1,0,1,51.5,10.0,73.4,15,22,Home,1,0
5301,1263,28,C,BKN,ATL,21.0,12,7,2,0,0,2,56.5,29.8,80.2,-10,19,Home,2,0
2798,1233,26,C,ORL,PHX,37.7,19,12,3,2,1,2,50.8,32.5,80.3,-5,35,Home,2,1
5032,1073,29,SF,OKC,MIL,30.2,14,5,3,1,2,3,53.8,32.9,85.5,-10,22,Home,1,0
4060,1253,28,PG,HOU,CHA,26.6,17,5,7,1,1,3,41.1,40.2,79.1,22,28,Home,1,1
8508,1329,27,PG,HOU,BOS,19.1,11,1,6,1,1,2,38.0,32.1,79.7,1,18,Home,1,1
3204,1455,28,SF,MEM,PHX,11.2,4,3,1,1,0,0,44.2,30.1,68.2,-8,9,Home,2,0
6874,1125,19,C,SAS,DET,30.0,14,10,2,1,2,0,42.9,23.8,68.5,8,29,Away,1,1
8873,1098,22,SF,GSW,POR,35.2,15,10,5,1,2,2,44.2,42.2,83.6,7,31,Away,0,1
8838,1380,26,PF,MEM,WAS,34.7,9,9,2,1,1,1,47.1,34.7,70.9,-3,21,Home,2,0
2873,1453,23,C,GSW,SAC,17.3,3,7,0,0,2,1,50.0,31.5,72.8,-23,11,Away,1,0
8266,1117,25,C,GSW,MEM,19.4,10,9,2,1,0,4,49.7,22.1,76.0,-14,18,Home,2,0
4918,1183,25,SF,MIA,POR,28.0,14,6,3,1,0,2,43.5,30.9,79.6,1,22,Away,0,0
7789,1429,29,SF,DET,IND,37.3,16,6,4,3,0,2,39.4,26.6,81.2,-2,27,Away,1,1
6494,1264,25,C,SAC,MEM,18.0,9,6,2,0,1,0,44.8,31.9,84.9,-2,18,Home,0,0
7124,1148,28,SF,PHX,BKN,28.0,10,5,3,1,0,1,52.9,33.6,86.2,-1,18,Home,1,0
5627,1194,24,SF,SAC,BKN,29.1,20,7,1,2,1,2,47.1,36.1,79.9,12,29,Home,3,1
8532,1391,27,C,MEM,BKN,30.5,16,10,3,1,2,1,45.3,40.3,66.9,-4,31,Home,1,1
2129,1217,29,SF,DET,OKC,29.0,15,8,5,1,1,3,35.2,39.3,78.0,-11,27,Home,1,0
762,1036,26,PG,MIN,ORL,26.7,12,2,5,2,1,2,35.2,41.0,84.9,-3,20,Home,1,1
8501,1452,26,PF,ORL,GSW,16.3,7,5,0,1,0,2,48.5,38.4,63.4,1,11,Away,1,0
2058,1271,27,SF,CHI,MIL,15.7,10,2,0,0,0,1,41.2,41.8,78.6,-1,11,Away,1,0
6065,1433,26,PG,MIA,BKN,19.4,11,3,3,0,1,1,45.3,49.1,84.8,7,17,Home,3,0
4239,1455,23,SF,LAL,DEN,16.8,9,3,1,0,1,1,49.8,38.6,76.5,9,13,Away,1,0
43,1475,29,SG,GSW,LAC,17.4,13,3,0,1,0,3,53.2,36.7,71.0,-3,14,Home,1,0
7921,1279,32,PG,TOR,DAL,18.9,10,4,3,0,0,0,57.0,31.4,59.8,-7,17,Home,1,0
8568,1199,28,PG,TOR,MEM,29.7,19,6,9,0,1,4,38.5,31.4,90.9,8,31,Away,2,1
84,1419,28,SF,MIA,ORL,18.0,8,5,3,1,0,1,44.0,21.8,71.9,-15,16,Away,0,0
6637,1457,21,C,UTA,SAC,27.5,13,8,2,0,2,2,48.1,26.4,85.9,11,23,Away,1,1
7715,1240,23,PG,LAL,MIL,28.9,16,5,6,1,2,2,44.6,45.8,81.8,-6,28,Home,4,1
1172,1345,25,PG,IND,DEN,43.0,24,2,9,2,0,3,51.3,24.4,89.7,-15,34,Away,1,1
4025,1242,25,SF,UTA,DEN,31.0,18,5,3,1,1,2,39.5,32.2,71.4,-1,26,Away,2,1
2636,1227,31,PF,SAS,MIA,34.7,25,9,2,0,1,2,49.4,31.2,62.5,-7,35,Away,3,1
7845,1337,25,PF,UTA,ATL,35.1,13,7,6,1,1,3,50.0,32.6,62.5,-2,25,Away,1,0
8973,1216,20,C,LAL,ORL,32.1,15,9,5,1,2,1,44.4,11.2,79.6,11,31,Away,3,1
5893,1449,31,PF,DAL,BOS,39.1,21,8,2,0,1,2,50.7,41.2,74.3,16,30,Away,0,1
7125,1111,29,SG,SAC,PHI,30.5,11,5,4,2,0,1,48.0,33.9,71.2,-7,21,Home,1,0
2510,1102,30,SF,WAS,CHA,24.5,13,4,3,1,0,1,50.2,31.9,72.1,-11,20,Home,2,0
5545,1345,27,SG,POR,BKN,36.1,21,4,2,2,1,2,45.7,38.6,79.7,10,28,Away,2,1
6550,1383,29,PG,NYK,TOR,32.6,12,0,8,1,0,3,52.6,28.0,79.0,12,18,Away,4,1
2886,1088,27,PF,MIN,SAC,34.7,21,8,5,2,0,3,49.0,44.3,65.5,-6,33,Away,0,1
5516,1450,30,PG,NYK,NOP,35.4,18,5,7,1,1,3,47.8,44.9,73.3,-6,29,Home,1,1
2245,1154,26,C,CHI,PHX,17.5,14,5,2,0,1,1,44.4,27.1,59.1,10,21,Home,1,0
474,1187,30,SF,DET,NOP,30.3,14,4,3,1,1,2,52.5,42.4,78.1,-10,21,Home,1,0
2160,1119,25,SG,MIN,NOP,40.4,21,7,2,1,2,3,45.3,24.7,70.8,-2,30,Away,1,0
818,1397,21,SG,WAS,CLE,11.0,8,0,0,0,0,1,46.9,13.8,77.4,-3,7,Home,1,0
4672,1401,23,PF,OKC,LAC,13.3,2,2,1,0,1,1,36.8,33.6,83.3,3,5,Away,1,0
3540,1255,26,PG,DAL,NOP,18.6,7,5,4,1,0,3,44.0,31.2,71.9,-2,14,Away,1,0
3285,1163,28,PF,DET,DAL,29.2,17,7,1,1,0,1,55.2,39.2,71.2,-5,25,Home,1,1
4165,1188,26,PG,SAC,CHA,35.3,22,2,7,2,1,1,54.1,38.7,74.5,-3,33,Away,1,1
1299,1310,28,C,PHI,BKN,30.5,14,8,2,0,2,2,51.6,30.7,79.4,8,24,Away,1,1
3205,1230,24,PF,BKN,LAC,28.2,22,6,2,1,0,2,46.3,44.4,74.9,1,29,Away,2,1
1986,1314,27,SF,ATL,CHA,31.0,18,4,2,0,1,3,39.7,43.8,74.5,7,22,Away,1,0
8280,1278,27,SG,ATL,BOS,15.6,9,1,0,0,0,0,43.0,28.9,79.9,-2,10,Away,0,0
2592,1149,26,C,UTA,IND,25.0,13,6,2,0,1,1,43.5,32.4,67.3,-12,21,Away,1,0
6933,1445,24,PF,DET,DAL,20.4,11,7,2,1,2,1,43.2,33.3,70.1,-1,22,Home,3,1
8565,1490,21,C,IND,BKN,32.0,20,11,0,1,3,1,49.6,23.7,82.2,-2,34,Away,2,1
8233,1327,21,PF,LAC,BOS,23.6,12,6,3,1,0,0,43.2,38.8,83.5,0,22,Away,0,0
3593,1277,28,C,WAS,UTA,34.0,15,11,1,1,1,3,47.0,36.6,65.0,11,26,Home,1,1
302,1122,26,PG,BOS,WAS,24.8,14,2,6,0,0,3,53.1,16.5,75.1,4,19,Away,0,0
4437,1421,28,SG,POR,PHX,29.6,15,2,3,1,0,3,50.5,41.9,82.4,14,18,Away,2,0
4780,1384,22,PG,CLE,HOU,14.9,5,6,4,1,0,3,41.1,38.2,83.6,10,13,Away,0,0
6876,1071,24,PG,GSW,HOU,19.0,10,5,5,0,0,2,46.9,36.5,76.0,-4,18,Away,2,0
1838,1026,21,PG,PHI,CHI,37.1,21,6,7,2,0,2,44.3,29.2,79.9,-5,34,Away,0,1
8617,1481,30,SF,CLE,DAL,25.8,10,4,4,2,1,3,43.2,39.9,66.7,-2,18,Home,1,1
5332,1467,22,SF,PHX,NYK,31.5,19,4,0,1,3,2,53.7,23.3,65.3,-2,25,Away,2,1
7545,1186,30,SG,ATL,CHI,36.9,20,6,6,1,0,2,45.9,31.5,69.2,-17,31,Away,2,0
8905,1297,25,C,WAS,ATL,22.5,8,7,1,1,1,1,52.0,21.3,80.7,4,17,Away,2,1
6451,1121,25,SG,PHI,SAC,38.6,28,5,2,1,0,1,41.3,40.4,90.8,8,35,Away,3,1
3100,1279,27,PG,CLE,DEN,30.2,17,5,6,2,0,1,53.6,40.7,78.7,5,29,Away,1,0
5356,1359,26,PF,HOU,ATL,28.5,15,9,4,0,1,2,54.3,43.0,76.9,-5,27,Home,0,0
2900,1223,25,PF,CHI,CHA,17.3,8,4,0,1,0,0,32.4,23.0,68.3,9,13,Away,3,0
107,1455,25,PG,WAS,DEN,32.7,18,4,6,1,0,4,55.3,41.3,77.0,-4,25,Home,0,0
8356,1290,26,PF,MIN,CLE,25.4,16,4,1,1,0,3,54.0,37.4,69.5,-15,19,Away,0,0
4554,1484,25,PG,LAC,CHA,36.0,19,5,8,2,0,2,50.7,31.6,80.2,0,32,Away,0,1
6171,1002,27,C,MEM,CHI,24.7,19,11,0,1,2,1,54.4,25.3,71.0,1,32,Away,1,1
8402,1254,28,SF,NOP,MEM,18.4,9,5,1,1,0,2,44.9,38.8,79.0,-7,14,Away,2,0
4899,1113,34,PF,MIA,ORL,35.0,20,10,2,1,3,2,52.4,36.8,71.3,-23,34,Away,5,1
8921,1102,29,SG,SAS,CHI,18.5,6,2,0,0,1,1,43.9,29.1,77.2,-6,8,Home,3,0
8490,1411,31,PF,UTA,MIN,11.7,1,1,2,0,1,0,30.8,30.5,80.3,-7,5,Away,1,0
5888,1488,25,PF,NYK,DAL,32.6,18,8,0,0,2,4,44.9,39.7,73.7,-1,24,Away,3,0
5318,1204,34,PF,BKN,LAL,31.8,19,10,4,1,1,2,45.6,23.6,67.8,-1,33,Away,0,1
5078,1095,27,C,WAS,MIA,24.3,8,6,1,1,1,1,55.3,31.5,74.4,5,16,Away,5,0
4494,1040,25,PF,GSW,HOU,21.6,10,6,3,1,1,1,41.2,34.8,75.2,0,20,Home,1,0
3990,1085,24,SF,IND,SAC,20.8,9,5,0,0,0,1,53.9,43.3,85.6,-8,13,Away,1,0
7407,1444,25,SF,ATL,NYK,17.5,7,5,1,0,0,1,50.6,43.9,79.5,4,12,Away,2,0
8746,1434,19,PG,TOR,IND,21.1,12,3,6,1,1,1,57.5,43.6,88.1,-6,22,Away,5,0
7568,1449,20,C,GSW,MIL,15.2,7,2,0,1,0,0,40.6,34.4,76.2,-5,10,Home,1,0
5590,1370,27,PF,CLE,PHI,26.8,10,7,2,1,1,1,48.4,27.0,74.6,-3,20,Away,1,0
4127,1365,22,PG,UTA,HOU,40.1,27,3,8,2,0,3,49.3,36.5,81.4,6,37,Away,1,1
1997,1489,28,SF,PHI,PHX,26.7,16,6,2,1,0,1,40.2,38.8,75.5,-8,24,Home,2,0
470,1301,26,C,UTA,MIL,27.7,15,9,1,0,1,2,41.3,23.5,77.6,-7,24,Away,2,0
4033,1153,27,PF,PHI,UTA,20.4,5,7,3,1,0,1,43.6,45.5,79.6,-3,15,Away,1,0
1128,1234,27,PG,NOP,LAL,29.0,15,0,7,1,0,0,40.4,47.7,65.9,4,23,Away,1,1
4686,1391,21,PG,ATL,NOP,28.4,13,0,7,0,0,2,42.8,30.1,75.7,7,18,Home,2,0
7619,1378,24,SF,ORL,MEM,31.1,16,5,3,1,1,2,37.3,47.3,80.0,-18,24,Away,1,1
8602,1091,32,PF,NOP,MIA,21.1,5,4,2,0,1,2,36.5,39.5,81.5,-6,10,Away,1,0
2579,1172,30,SG,BOS,SAS,23.4,16,2,1,1,1,1,50.8,31.5,68.3,-9,20,Home,0,0
2529,1389,29,C,WAS,DEN,15.0,4,3,0,2,0,0,44.4,16.5,82.0,10,9,Home,1,0
44,1187,29,SF,WAS,ATL,33.1,21,4,2,1,0,4,50.9,36.2,79.0,-1,24,Home,1,0
7500,1012,29,SF,DEN,ORL,28.5,20,7,2,1,0,0,49.2,37.3,85.3,3,30,Away,1,1
5117,1400,29,SF,SAC,LAC,20.5,9,7,1,1,0,3,38.8,48.0,87.9,14,15,Away,2,0
1491,1158,30,PG,MEM,PHI,9.8,2,1,2,1,0,0,48.4,33.6,77.8,-1,6,Away,3,0
8215,1041,28,PF,MIA,MIL,16.5,10,8,1,0,0,0,48.6,34.5,86.0,-9,19,Home,0,0
6722,1394,27,C,CHA,LAL,39.1,17,11,1,1,2,2,51.2,23.8,58.7,-6,30,Away,1,1
1459,1041,25,C,ATL,SAC,24.7,14,9,0,0,2,1,37.8,13.7,71.1,-4,24,Home,1,0
5293,1460,26,PG,BOS,IND,31.9,13,3,6,2,1,3,43.7,40.6,81.1,-7,22,Away,1,0
8540,1450,24,SG,ORL,BOS,19.7,12,5,2,0,0,2,48.8,41.1,67.6,-2,17,Home,3,0
8302,1413,25,PF,NYK,GSW,37.3,17,10,4,1,2,3,39.3,38.7,67.4,17,31,Away,2,1
479,1468,23,SG,LAL,NYK,23.5,19,2,3,0,2,1,43.1,54.4,76.5,-10,25,Home,2,0
6111,1375,27,C,ORL,GSW,17.0,8,10,3,0,2,0,44.8,38.8,63.5,-7,23,Away,2,1
6435,1233,23,C,DEN,MEM,31.9,16,6,2,1,1,3,44.1,28.2,64.5,0,23,Home,2,1
2281,1359,28,SF,PHX,DET,38.9,26,8,2,2,1,1,50.1,32.3,66.8,-12,38,Home,2,1
2950,1302,24,SG,MEM,SAS,35.4,27,8,3,1,0,3,42.8,38.6,74.1,4,36,Home,1,1
1755,1187,24,SF,IND,TOR,27.6,16,6,1,1,2,2,45.1,39.3,76.6,0,24,Home,1,0
8889,1329,27,C,MIA,ATL,25.1,16,5,3,0,2,2,50.6,19.4,85.6,-10,24,Home,5,0
5020,1402,29,SF,PHX,PHI,22.8,16,2,1,0,0,1,40.0,43.1,80.3,-5,18,Away,1,0
6382,1085,27,SF,NOP,LAC,37.2,17,5,3,2,1,4,58.3,35.8,57.5,-15,24,Away,1,0
204,1170,21,C,NOP,HOU,17.4,12,6,0,0,0,1,59.3,32.6,78.3,-11,17,Home,1,0
8476,1449,30,PF,LAL,BOS,31.8,24,7,4,1,0,1,42.7,29.7,84.3,-14,35,Home,1,1
7020,1219,31,PF,BOS,PHX,34.6,12,10,2,0,1,2,36.9,28.6,86.2,10,23,Away,1,0
2064,1413,27,PF,HOU,MEM,22.6,14,7,3,2,1,2,54.8,37.2,77.0,0,25,Away,0,1
2501,1288,24,PF,SAC,PHX,18.6,12,3,3,0,0,2,47.6,39.3,80.2,15,16,Home,4,0
325,1442,26,C,LAC,PHI,33.9,13,9,4,1,1,3,50.5,43.2,71.1,7,25,Home,3,1
4040,1375,24,SG,POR,PHI,15.8,10,3,0,0,1,1,48.3,38.4,70.4,-1,13,Away,3,0
7139,1383,29,SG,CLE,GSW,13.1,11,5,4,1,1,2,44.9,37.5,84.2,0,20,Home,1,0
5524,1247,25,C,DAL,ATL,22.9,10,8,4,0,1,1,44.0,29.1,61.7,0,22,Home,4,0
2593,1036,28,C,MIA,CHA,26.8,16,10,2,0,1,1,52.5,25.9,77.7,9,28,Away,1,1
1877,1231,29,SF,ORL,IND,16.4,8,6,0,0,1,1,45.5,36.7,83.1,-4,14,Away,0,0
3088,1262,27,SG,MIL,LAC,34.6,25,4,4,2,0,1,46.9,40.3,89.9,-8,34,Away,1,1
3251,1081,28,SG,LAC,DAL,39.1,22,6,8,2,0,5,43.1,26.1,72.5,4,33,Home,2,1
3922,1337,26,PF,LAL,DEN,34.0,15,5,2,2,2,1,53.2,35.7,90.2,10,25,Away,1,1
34,1313,31,C,GSW,NYK,37.2,14,14,0,1,2,2,46.9,40.9,82.0,6,29,Away,1,1
5517,1363,32,SF,CLE,SAC,30.1,16,4,2,1,0,3,40.7,34.5,74.7,-1,20,Away,2,0
3031,1471,28,PF,GSW,MIA,20.1,10,6,0,1,0,2,45.9,29.2,74.4,4,15,Away,1,0
3743,1358,28,C,HOU,LAL,16.5,7,5,1,0,1,0,55.7,18.2,82.9,-20,14,Away,3,0
1651,1214,27,C,MEM,POR,27.9,12,10,4,1,2,1,42.8,35.1,72.4,-8,28,Home,1,1
3071,1292,25,PF,LAL,SAC,19.9,8,6,3,1,2,1,54.9,24.8,74.1,-2,19,Home,1,0
4666,1046,28,C,NOP,MIL,24.6,10,5,3,1,1,2,48.5,27.9,90.4,9,18,Away,1,0
2836,1000,28,SF,PHI,MIL,16.4,5,4,1,0,0,0,49.8,31.7,76.2,4,10,Home,1,0
3300,1140,20,SF,PHI,CHA,28.9,15,3,3,1,0,3,48.2,28.7,70.7,-7,19,Away,1,0
1163,1169,26,C,UTA,NOP,32.4,16,10,0,2,2,2,45.9,30.3,73.7,-5,28,Home,1,1
2991,1262,33,PF,BOS,NYK,23.8,14,6,2,0,0,1,54.7,36.2,80.3,-21,21,Away,2,0
4675,1426,23,SF,CHI,NYK,17.1,4,4,2,0,0,2,50.5,29.1,77.2,1,8,Home,2,0
8299,1450,28,SG,IND,MIN,28.8,23,6,3,1,1,2,45.3,45.4,78.4,5,32,Home,4,0
1834,1116,19,PG,NYK,LAL,33.8,20,1,6,0,0,3,45.2,54.0,90.5,-1,24,Away,1,0
8807,1483,25,SG,MEM,MIN,14.2,11,2,3,0,0,0,39.9,37.3,87.7,0,16,Away,0,0
5992,1257,25,PF,BKN,SAC,33.9,23,6,2,1,0,1,33.7,33.3,82.9,27,31,Home,1,1
7168,1106,23,PF,CLE,OKC,14.0,7,4,2,1,1,0,51.1,43.6,69.2,3,15,Home,3,0
3182,1002,25,SG,CLE,MIL,27.3,11,3,0,0,0,3,44.0,41.2,90.9,-14,11,Away,2,0
1876,1294,28,SG,MEM,MIA,32.6,18,5,4,1,0,1,42.3,35.6,76.3,3,27,Away,0,1
937,1470,29,SF,NYK,ATL,31.5,18,4,0,1,1,1,43.4,37.5,88.7,-1,23,Home,3,0
1893,1466,32,PG,BOS,DET,37.1,17,3,10,1,1,1,44.6,22.0,75.1,-2,31,Home,1,1
6079,1365,26,PG,NOP,MIN,27.4,18,3,8,0,1,2,40.3,41.0,69.1,-1,28,Away,2,1
2760,1244,21,SG,BOS,SAC,28.1,18,0,3,1,1,1,55.4,46.4,79.1,10,22,Home,3,0
7503,1043,26,SG,CLE,PHX,24.7,13,3,4,2,1,3,50.1,41.2,82.6,-9,20,Home,1,0
667,1099,25,SG,TOR,CLE,32.9,16,5,4,1,2,4,42.6,33.5,76.1,-8,24,Away,2,0
5720,1161,33,PF,UTA,WAS,34.5,15,7,5,1,1,3,44.0,35.7,76.4,4,26,Home,1,1
6268,1103,28,PF,MEM,DET,14.9,13,6,0,0,0,0,47.1,33.2,78.0,-9,19,Away,0,0
7198,1226,23,SG,BKN,IND,21.4,14,1,3,1,0,1,58.3,34.6,69.3,5,18,Away,1,0
1229,1293,29,SG,CLE,DAL,25.1,14,3,6,1,0,2,47.1,34.5,76.7,5,22,Home,2,0
2789,1293,23,SF,LAL,MIA,33.9,21,6,5,1,1,2,44.8,38.8,74.4,3,32,Home,1,1
3574,1287,26,PF,IND,DET,33.0,12,12,4,0,1,1,50.5,35.7,84.7,-14,28,Home,3,1
4388,1481,29,SF,ORL,ATL,31.3,17,5,2,2,1,2,42.8,36.6,75.6,-4,25,Home,1,1
2616,1444,23,C,MEM,BOS,27.2,15,4,2,0,1,1,45.0,41.2,62.3,9,21,Home,1,0
7110,1400,27,SF,HOU,DET,33.4,18,4,4,0,0,3,48.4,33.3,74.6,-9,23,Away,2,1
8685,1176,24,C,MIA,HOU,23.2,14,10,2,1,1,3,58.8,37.5,85.0,0,25,Away,4,1
3691,1472,26,PF,NOP,PHI,23.9,11,7,3,0,1,1,32.9,29.2,68.7,5,21,Home,1,1
1427,1295,26,SF,DEN,LAC,24.0,21,4,3,1,1,1,53.4,44.1,80.1,2,29,Home,0,1
4757,1341,26,SF,NOP,OKC,14.4,3,5,0,0,0,0,47.2,30.0,83.7,-2,8,Home,2,0
4519,1071,22,SF,DEN,ATL,19.9,14,4,0,0,1,3,47.5,31.9,81.2,11,16,Home,2,0
2803,1340,25,SF,MIA,MEM,22.0,11,4,1,2,1,2,57.5,32.6,72.4,-5,17,Home,2,0
6134,1340,28,SG,MEM,UTA,10.8,8,4,1,1,1,0,51.4,28.0,76.3,11,15,Home,4,0
6345,1016,22,C,BKN,LAC,17.4,7,9,0,0,1,1,47.9,30.0,71.3,5,16,Home,2,0
